id;text;polarity
680;I took this drug twice - both times for 3 months at 30mg a day. The first time I took it my skin cleared up in 3 days. Not only did my acne disappear but my excessively oily skin turned normal in 3 days as well. Things were great for the time that I was on the medication but about 1 month after finishing it my skin returned to its old self - moderate/severe acne and extremely oily. I took the second course of this medicine about 1 year later. The second time was the same dose and time - 30mg per day for 3 months. It had absolutely no effect on my acne or oily skin the second time around. I am still battling this problem 10 years later.;negative
2541;I took one pill a day, at night for 90 days with a big glass of water and never skipped a dose. I had a few nights where I had some wine and champagne but never overdid it and tried to steer clear of alcohol as much as possible.;positive
2844;My maintenance daily dosage: AM - Meptin 25mg , Ansinar 200mg PM - Meptin 25mg , Ansinar 200mg, Kastair(Montelukast)10mg;negative
2093;take two and half tablets in the morning for two weekds then three tablets for two weeks then increas to 3.5 each morning (5mg)tabs;negative
978;only took it 5 days and felt so much better when off this stuff even though i still have a uti;negative
2920;I only was required to take one tablet in the evenings, this was easy and I never forgot.;positive
1778;I took one dose a couple hours before bed each night. I also have regular therapy, yoga practice, daily exercise and healthy diet.;positive
1177;"I began taking 10 mg. in the morning and 10 mg. at night. THis was the best dose, but as I began to feel the need to get off the drug I eliminated the 10 mg at night. I felt a slight drop in well-being, but adjusted to it. THe withdrawal rom only 10 mg took several months and required the substitution of wellbutrin on order to get through it. I now take 150mg of wellbutrin which has a mood stabilizing effect, but not the feeling of ""well-being"" I had from prozac.";positive
2341;Given 1mg Propecia for ~one week in 10/05, noticed instant compromise of sexual capacity and an increase in anxiety & confusion. Stopped because of this experience, however did not completely regain libido, sexual function or mental sharpness as promised. Tried treatment again two years later thinking my experience was normal and would subside with continued use (as indicated in drug info), until the same exact thing happened. I researched the symptoms and learned I was not alone thanks to propeciahelp.com, I stopped once again and have strived to reverse the damages since to no avail.;negative
3016;So I think I have described the details as I can or needed in the descriptions listed above. complely;negative
1115;I started on effexor after a serious suicide attempt following chronic sleep deprevation. The trazadone was quickly added. I effectively slept and within several weeks of taking both medications (taking the effexor and trazadone at bedtime) found my depression relieved.;positive
4068;The treatment being described as above. I consider it to be a mis-diagnosis and was quite disappointed that a Medical M.D. who not consider that I knew my own body well enough to know what was really wrong. Hence, I was diagnosised and prescribed incorrectly. Knowing this I did not follow through on the treatment plan. The only reason I decided to take the meds in the first place was because a nurse friend of mine also convinced me I should take the meds. They were both wrong.;negative
1229;NO DETAILS REALLY, JUST TAKE PILLS AS PRESCRIBED, TRAMADOL 2 A DAY AND CYMBALATA 2 A DAY. I CAN ADD A TRAMADOL IF I AM HAVING A FLAREUP. I'M LEADING A PRETTY NORMAL LIFE. I DON'T HAVE AS MUCH ENERGY AS I WOULD LIKE BUT I SURE HAVE A LOT LESS PAIN.;positive
931;"I began having very irregular heart rhythm within about 2 1/2 weeks of taking this medicine. I began feeling like I was going to pass out or maybe my heart would stop beating & I would just keel over & die if I didn't immediately start moving around. I could be sitting or laying down in bed & these ""spells"" would come on out of the blue & very regularly. I spent one night up all night laying on the couch because it was so bad that I was afraid that if I fell asleep I might not wake up. I tried to pretend it would go way at first but then made an appointment with my Dr. first & then a cardiologist, it was just too scary. My Dr. didn't believe that it was the medicine. By the time I could get in to see the cardiologist & have the heart monitor holster, echocardiogram etc. done I had been off the medicine for 2 weeks & the symptoms had lessened & of course did not appear while I was being tested. The Dr. thought I was crazy & that there was no way it was the medicine & that maybe I was having panic attacks. I have never had a panic attack in my life & I have had similar heart rhythm symptoms with other meds that quit when I stopped taking them & I know my own body. It WAS the lovastatin. It took a year & a half before I started feeling normal again & didn't have these attacks come on sometimes. I truly believe the lovastatin had an affect on my heart that took that long to get better. I will NEVER take another cholesterol med again that has the possible side affects of affecting muscles. The heart is a muscle. I also found that other people have had this same experience while taking statins while I was researching this on the internet. Neither Dr. would even look at the article I printed out about it & it was even written by another Dr. who was researching statin side affects.";negative
4103;The side effects, aside from the weight gain, were tolerable enough to enable me to quit. I have back slid a couple of times and found taking the pill for a few days resolved the problem. It has been a year since I first started taking the drug.;positive
1266;"My ER doctor immediately paged the cardiologist on call. Arriving quickly, he assessed my condition and determined that my only chance of survival was a transport to a regional heart center 35 miles away. As he awaited the ambulance, he took me to my local hospital's heart catheterization lab, not to put a stent in, but to push a tiny balloon through my femoral artery to a destination next to my aorta, after which a tiny battery powered air pump was used to inflate the balloon and keep it inflated. The balloon (called an intra-aortic balloon pump) works by temporarily filling the empty space around the heart, then applying continuous gentle pressure to my aorta in an effort to keep my blood pressure from additional falling past the small amount that would otherwise kill me. Arriving at the heart center I was unconscious and would lapse into a coma for 9 days, kept alive by mechanical ventilation through a tube inserted through my throat to my lungs (""I'm in"", the TV doctors always say when the get the insertion right).";negative
2862;There aren't any treatment details. The pain management physician prescribed the medication each monthly visit and increased the dosage not long after introducing the drug as treatment. These kinds of physicians are really drug dealers cloaked in an DEA approved office.;negative
1021;Vyvanse is a new medication used to treat ADHD. It is a time-released capsule. It is easy to swallow (no bad taste like pressed pills), and does not upset your stomach. I took one 70mg pill in the morning. The pill releases the drug slowly, so ur not hit with all of it at one time. This allows for the medicine to be equally effective all day, not just for a few hours. I did NOT have any of the normal ADHD med. side effects, such as: rapid heart rate, anxiety, jittery feeling. The only downside to this medication is the cost. Since Vyvanse is new, there is no generic for it. I paid $160/month for 30 pills! I was self-pay though, so I'm sure having insurance would be ideal! Although it is very expensive, it is well worth it.;positive
2664;Daily dosage of Lisinpril with HCTZ (water pill) 20mg. Reduce / limit intake of all forms of dietary sodium to 1000 - 1500mg. per day to reduce pitting edema. Brisk walking exercise 3-5 times a week for 45 minutes per session. Baby asprin daily and Vytorin to effect cholesterol levels.;positive
3659;150 mg capsule taken with breakfast and 75mg with evening meal. This was accompanied by psychological counselling, mainly cognitive behaviour therapy;positive
1766;My GP prescribed stemetil for the nausea associated with a migraine. 5 mg x 3 a day. After experiencing the symptoms as described above, I returned to the Doctor. He injected me with something? which counteracted the uncontrollable cramping I was experiencing.;negative
3871;Initial dosage 15 years ago was 150 micrograms/day. Increased steadily for first 5 years to 300 micrograms/day. Has remained at 300 micrograms per day for last 10 years.;negative
3409;The patient was given a daily dose. After transfer to a care facility, the regimentation in taking the dose was firmly set in place. Staff medical personnel on site did not observe any benefits, and as a result, after about 6 months the prescription was terminated. During the time the drug was used, there was a patient review every other week to ascertain whether there seemed to be any improvement in the patient. Memory tests were administered and one-on-one interviews were executed by medical personnel. The results of the memory testing showed no net improvement nor was there any identifiable changes that might be considered positive. Ultimately her psychiatrist in consultation with the family decided that the drug did not seem to provide any net gain.;negative
1104;Though starting at 37.5 mg, the psychiatrist quadrupled the dosages within one month's time to attempt to make a dent on my emotional condition. The month was ended abruptly due to hospitalization for attempted suicide by overdose. I was not weened off of the medication. The doctor was then brought before a committee for misconduct in prescribing Effexor to a minor as well as disregarding warning signs of a suicidal youth. This was the worst month in regards to my depression and anxiety, and was a definite reversal in any progress that was accomplished with a different doctor on a different medication.;negative
107;The knee pain became progressively more severe over the course of 2-3 months. My family doctor sent me to physical therapist who stress tested the knee, and the physical therapist determined that I should see the specialist. A consultation with an orthopedic doctor was scheduled with an MRI performed. The MRI showed some swelling in the knee joint ligaments under the front of the knee cap. No tears or spurs were visible, thus the diagnosis was possible early stage of arthritis and/or minor injury. I felt the arthritis was not completely impossible but more likely that some possible injury was probable owing to my daily work activity but no exact injury could be documented. After the week of celebrex usage, without any noticable relief, I chose to discontinue the medication route in favor of some time off (2 weeks) with ice-pack heat-pad therapy to reduce swelling and pain. Next I self applied sparingly over time some physical therapy at the local gym, to strengthen any possible sprain-injury situation that may have occurred. To date my knees have been relatively trouble free when i adhere to age appropriate work and leisure pursuits (reducing strenuous projects as i get older). My construction business is slowest in late fall and winter, during which i continue my physical activity at a local gym. Thus avoiding future injuries.;negative
2513;"Not sure what this section requires ? It's a straight forward case of pain relief in response to the flu virus. the symptoms and the side effects became inter-twined, so it was not apparent that this drug was causing a reaction and worse than that I continued taking it as I became more and more ill. This is an over the counter drug, I would have appreciated more information from my pharmacist. I have tried to tell as many people as possible about what happened. After I have stopped taking the treatment I am left with a susceptibility to asthmatic type symptoms, it was also scary as I instinctively knew I was getting worse and became concerned something very serious was going on. I have never experience that type of ""illness"" before, normally I take time out and get well... this was an eye-opener.";negative
2059;I take the prescribed dosage every day, get annual breast exams, pap and BMD tests. I try to stay physically active and eat healthy foods.;positive
2601;My sister is also on this pill (for birth control) and she has experienced many side affects from it, too.;negative
843;before ritalin, artificial stimulants were required to be effective, withour stimulants I was unable to motivate myself to do the things that needed to be done & was very ineffective. Cocaine got me through grad school & my thesis, but ritalin allows me to function with out illegal stimulants -- problem is finding a doctor who will write rx for the dosage that is most effective (i.e. 20 mg 5x / day). I am interested in a study that monitors efficacy / tolerance in patients who need / take high dosage on a long term basis.;positive
2565;I could not take any anti-depressant medications. I tried them all but had terrible side effects. My doctor is extremely good with medication therapy for depression and anxiety and decided I have a serotonin sensitivity and so put me on this drug which works on a different endorphin pathway called gabba. I have had terrific success on it and although it too has addictive properties like other Diazapenes, I have not had to increase my dose at all therefore he doesn't think true physiological dependence is developing.;positive
2680;One daily dose of 30mg at night, never skipping a day. I go 3 to 4 times a year to my hypertension ist for checkups.;positive
3096;when i first started taking the medicin, i had very severe acne. the change in my condition was notisible after about 1.5 months and after 4 months i had mostley red marks who were left after the pimpels. today I still have some acne and once at a while a big pimple pops out, but i am satisfied because the proces was very easy and as i sed i had no side effects.;positive
2890;Relieved my symptoms of Interstitial Cystitis significantly after 1 year or so on the drug. Even within 3 months it greatly reduced the pain associated with the disease and decreased the number of times I had to use the bathroom from 40 per day to <20 per day. With continued use, I believe it helped reduce inflammation/mast cell production in my bladder, and along with dietary changes and treatment for infections to my bladder wall lining caused by Lyme disease related organisms, Elmiron allowed my bladder to heal to some degree, reducing my symptoms further and my incidence of urinating to <10 times per day on average.;positive
1889;I had to take 2x 100mg tabs on the 1st day & then 1x 100mg tablets for the following 6 days. Although at one point the bringing up of rubbish was reduced, it didnt last very long & my chest is still feeling like I have an anvil on it =( I found that I had to eat 2 rounds of dry toast 30mins before taking the tablet & ensuring I was upright for a min of 45mins after taking the tablet to ensure I wasnt sick.;negative
3192;I took omnicef orally for 10 days. After the clostridium difficil was diagnosed, I had to start a new course of drugs which had to be repeated before the new infection/condition was cured.;negative
773;I would never take Naproxen again without having a LONG discussion with both a doctor and pharmacist.;negative
2805;I took the drug for many years before it became a problem and I had to stop. I'm not sure what you want me to describe here.;positive
790;Take one tablet nightly before bed as needed and when you are sure that you will be getting at least 8hrs. sleep. Do not drive or operate machinery while taking this medication. Use care until you are familiar with effects.;positive
3719;I was seeing a therapist and psychiatrist for over a year and had tried 4-5 medications for depression, some worked temporarily, some not at all. Both therapists thought my symptoms indicated Bipolar II and I should try a different approach. I stared on a very low dose, as indicated, so the benefits took a while to notice. When I reached 150 mg, thought it was too much so dropped back down to 100mg and have been on this dose for about 18 months. i have a med check 3-4 times a year.;positive
3231;simply putting it in forgetting about it for 3 weeks and then take it out and be without for a week. simply doesn't get any easier than that.;positive
3245;Doctor inserted the NuvaRing during the office visit. No literature was provided so was not given the easy opportunity to read about side effects. There was no discussion with the doctor about side effects.;negative
422;I have taken both the shots and the pills (separately) and they both worked well. I would need to take the pills before getting sick to stomach, because if after, I could not keep pills down. The shot worked regardless of when I took it.;positive
1092;"I'm not clear on what is wanted in this section. I will do my best, and if you wish to email me with a request for specific info, I will be happy to help. I was seeing a psychiatrist 9 years ago who thought Effexor was worth a try. I had been on Prozac a few yrs previous, and although it worked really well, after taking it for two years I developed the side effect of experiencing arthritic pain in my hands. That was the reason I discontinued the use of Prozac. After being off the Prozac or any other meds for a year or two, I could feel myself sliding back into the black hole of depression and severe anxiety. I found a doctor (psychiatrist)and he put me on Effexor. It was a miracle. I was soooo happy to find something that worked so well, and on the first try. (Several years before, I had gone through what my family refers to as the ""year of hell,"" when I first began the journey of searching for an anti-depressant that would work AND not have side effects that kept me from functioning normally.) My treatment consisted of: Taking the 300 mg of effexor, and monthly visits to my psychiatrist to determine how well my effexor was working and to discuss other treatment options. Although I could notice a marked difference in my mood, I still felt that I wasn't nearly as healthy mentally as I needed to be. I would still have days when I felt ""paralyzed"" and very anxious. When I discussed the problem with my psych., he suggested that I add Luvox, another anti-depressant, to my regimen. That helped as well, although there were two unpleasant side effects: 1) loss of sex drive and difficulty achieving orgasm, and 2) night sweats. My doc prescribed 1 mg of hytrin for the night sweats; it worked, and he recommended 60 mg. ginko biloba daily for the loss of sex drive. It may have helped a little, but I was never quite sure. One other thing I found beneficial for my anxiety was 10 mg. dexadrine. It seemed contradictory to me that a stimulant would calm me down, but the very first day I took it, I felt calm for the first time in my life. Up until then I didn't realize how severe my anxiety was, because I had never known what it was like to be without it. But that very first day I took it, I felt a calmness come over me that was such a relief. Always before, I had a feeling inside that I can only explain as the feeling one would get if one was late for an important meeting with one's boss. Sort of like, ""I'm late! Gotta hurry! oh, no!"" That was a feeling that I had always had, and it had nothing to do with what my situation was-- late or early, it made no difference. For the first two weeks I took the Dexadrine, I didn't pull my hair (trichotillomania)at all, nor did I even realize I wasn't pulling, as I didn't even think about it. Unfortunately, I did go back to pulling after that. The 2 side effects I experienced with the dex. is that 1) it made me drowsy for about the first hour after I took it, and 2) it made me feel like I lost my spontaneity. I got a lot more done, and I didn't feel so panicked, but I wasn't as much fun. For that reason, I stopped taking it regularly and took it maybe only half of the time. After maybe a year or two I quit taking it altogether and when I went back on it last year after having been off of it for about 5 years, it no longer worked as it had before. It made me feel jittery as though I'd had way too much coffee. It just made the anxiety worse. I'm not sure if I was supposed to tell about more than one medication for this survey. However, these four meds I've mentioned were all sort of intertwined, so it seemed appropriate for me to do so. I have taken a myriad of other anti-depressants in my quest to find one that would work, and I would be willing to share my experiences with those other meds as well. Just let me know if you want mori info.";positive
283;I take this medication for severe narcolepsy. It has helped with the feeling of not sleeping at all when I would wake up the next morning. However, if you do not get into bed and STAY for about 3 hours you can fall and do things you don't even realize you are doing. I got up to use the bathroom a few times on this medication and once I fell into the bathtub and also have fallen asleep on toilet if I have gotten up to use the bathroom. It can take affect VERY quickly if you have an empty stomach. There was a time I thought I had at least 15 minutes before it put me to sleep but I hadn't eaten much and it kicked in in 5 minutes. I fell asleep talking to my Fiance. It literally knocks you out like when you are put under anesthesia for surgery. It can be very dangerous but it is quite affective for helping you sleep and go into the refreshing cycles of sleep.;positive
2079;Besides taking this drug my treatment regime also included diet change limiting carbohydrates, increasing fiber, and portion control. I increased my activity level by using a treadmill daily. This combination resulted in not only regulating my blood sugar levels, but also a weight loss of 20 pounds.;positive
1182;basically you need to see a psychiatrist as often as your condition requires. i also recommend concurrent visits with some type of therapist or counselor, as this will increase the benefits you receive by taking the medication.;positive
232;In conjunction with taking Lexapro for anxiety, Wellbutrin XL was taken (150 mg/day) to reduce depression and balance the side effects of Lexapro, including lethargy, weight gain and sexual dysfunction. Lexapro was taken in evening, Wellbutrin XL in the morning.;positive
3283;I was supposed to take a pill every morning with water. I felt better once I stopped taking the pills and actually just started working on myself and my goals and then also wehn I started doing volunteer work to help children.;negative
815;The treatment does not require very much other than taking the prescribed drug as needed. However, if you take it a few nights in a row, it it difficult to stop. But you should stop because it makes you very groggy and gives you headaches during the day. It is good for a sleepness night when back from traveling so that you can get back on a regular sleep schedule. It should not be taken on a regular basis.;negative
3292;Initial dosage was 50 mg gradually over two year my span dosage increased to 200 mg. I still am taking Zoloft. I am somewhat fraid my symptoms will resurface. I am also concerned about any withdrawals or headachs.;positive
3182;I take 1/3 to 1/2 of a tablet each night about 20 to 30 minutes before going to bed.;positive
917;I take 20 mg once a day first thing in the morning, and it no longer keeps me awake late into the night. I overall would recommend this drug to others. I take the generic.;positive
1544;I started with 4 tabs and increased to 6 as the all over body pain increased and then they were going to put me on prednisone. I opted to turn to homeopathic treatment and weaned off the methotrexate. The all over body pain went completely away but the psoriasis was exacerbated. I'd rather have that than not be able to walk or move.;negative
1955;I was prescribed 75 mf of Lyrica to be taken twice daily for seven days with and increase to 150 twice daily to follow. Due to the side-effects I was experiencing my doctor discontinued this medication on the seventh day of treatment.;negative
4001;weekly by pill no food for at least 30 minutes said to remain resident in the body up to 10 years initiated weekly exercise - weight bearing to improve the potential for success;positive
2672;'Heart failure' probably due to muscle wastage, as concurrentl seen in external muscles, as a result of malabsorption leading to gross malnutrition. Change successfully effected with food intolerance testing and susequent dietary reform.;negative
1147;This is the most remarkable drug available! Insurance companies REALLY NEED to cover this again!!!;positive
3532;Was told I fall into the low percentage of people who have these same side-effects. Taken off Lunesta and cannot take Ambian for the same reasons. Tried Melatonin, 5mg a night...works like a charm and I haven't been in the kitchen baking!;negative
2971;Niaspan ER 500mg twice a day was changed to Niaspan ER 2,000 mg every night, then changed to Niaspan ER 1500 mg every night.;negative
143;I got it from a girl I was dating on and off who didn t tell me until I confronted her about it she denied it at first but came clean after about a week. The first month was the hardest, not knowing what to expect or how people would treat me. After I joined HerpresFish.com, I learned to except my situation and not let it burden my life. To those who are new to this it gets better after time less stress equals less outbreaks. I want to commend HerpesFish.com for giving people like us a platform to share or stories with people living with the same conditions.;positive
1018;i started 5 years ago due to hystromectery I hve a mood disorder and it was felt that menopose would complicate that. Since then I have thought it was the right decision and have been grateful foe the doctors suggestion.;positive
2940;started at 5 mg then increased every 5-7 days up to 25 mg. Hyperactivity decreased with longer treatment;positive
81;two puffs as needed every four hours. I have taken albuteral and it does help but this is awesome. It works within seconds and you don't get shaky;positive
3137;The pills were taken three days before the flight to South Africa, specifically one pill a day for ten days or duration of trip. Upon arrival home to the United States the pills were taken for a few more days.;positive
1617;I was starting menopause and was having hot flashes and disturbed sleep, and migrane headaches. the doctor prescribed premerin and I only took it for 2 months. I saw a natural medicine doctor and started on a natural hormone therapy that worked very well. My headaches stopped and My sleep pattern returned to normal and I lost the weight I gained while on the premerin.;negative
377;My doctor put me on this and told me im bipolar. However I feel more bipolar with it. I did well on cymbalta but it raised my blood pressure. Lamactil has made me very agressive and angry! I cry all the time and my doctor told me he wanted to up the lamactil, and I said, but dr. I didnt feel this way before. And he uped it anyway. I am not taking the new dosage bc I have a child who is possible schizophrenia but is too young for the diagnosis and two angry people is not a good mix. Also I have taken vyvanse for over a year and its a stimulant as well in the past ritalin and adipex for weight loss, never have I experienced anger like tjis!;negative
1615;use every other day a pea sized amt to entire face. Don't use more than this or you'll get peeling, redness and irritation.;positive
43;My psychiatrist prescribed Zyprexa to help with the mood swings of Bipolar Disorder. I am classified as Bipolar Type II because I do not experience the extreme highs of mania (manic episodes) that accompany Bipolar Type I. I do, however, experience hypomania (hypo meaning low) so my moods still swing from highs to the extreme lows of depression.;negative
2094;with nasacort it is usually taken on a daily or semi dailhy basis. if applied correctly i can go two weeks without using this very expensive medicine. Vicodin is only taken when i experience headaches which i am told has nothing to do with my perenniel rhinitis... It works best if I take it as soon as i experience the apparent signs of a headache.. then, i don't usually have to continue taking it at the prescribed dosages of every 4 to six hours.. i have been taking vicodin or the generic for more than 10 years...i do not take in at night because it seems to cause insomnia.;positive
2936;As soon as the prickly heat starts I had to take 6 tablets daily for a maximun of 10 days I have never had to take the tablets for more than 3 consecutive days;positive
204;Once I applied it for my dermatitis (the doc. prescribed it to me because she said it was non-steroidal), there was redness and tinging on the side of the application, which I thought was a normal side affect that should go away on its own. I kept applying it diligently as prescribed. In c couple of days there was a rash on the area ( I called the doctor about it and she said to stop using it for a couple of days and then apply it , since that might have a been a normal side effect). I did what she told me to, so I reapplied the drug again in a couple of days, there was redness and irritation and then later on the following day I had a cold sore developing on the spot (the affected area where I was applying the cream was the upper lip and the noso-labial folds). Plus to everything else I had a bad a headache, which as I found later could have been the side effect of that medication. I went to another dermatologist and she said that she would have never prescribed that medication for the face especially if I have a tendency to develop cold sores because that medication serves as a immunosuppressant.;negative
1510;I have taken this drug daily for three years for hypertension in combination with Lotrel. My blood pressure readings have dropped from 160/120 to 120/80. The drug has been effective and well-tolerated.;positive
2600;Upon having irregular periods, my doctor prescribed the pill to regulate them. Upon taking the pill for a month, I found that my periods did become regular. In addition, the pill has so far prevented unwanted pregnancy. The only side affects I found were slight weight gain. However, this is easy to overcome with excercize. Therefore, I feel the benefits outweigh the side-effects of taking this medication.;positive
2709;Divigel is a topically applied Bio-Identical Hormone ( Estrogen) which I Highly Recommended. The product is applied topically at night to top of (leg) thigh. My benefits were improved mood, clarity of thought, increased energy, better sustained sleep, and mproved skin firmness and tone - even facial skin.;positive
3915;"1 dose per day completely eliminated acid reflux. From Nexium Take this medication by mouth usually once daily at least 1 hour before a meal, or as directed by your doctor. Do not crush or chew the capsule(s). Swallow the capsule(s) whole. If you have difficulty swallowing this medication whole, the capsule may be opened and the contents sprinkled onto soft food (cold applesauce or yogurt), or emptied into a small amount of water, orange juice, or apple juice and taken as directed. Rinse the container with an additional small amount of liquid and drink the contents to make sure the entire dose is taken. Do not chew the food/medication mixture or prepare a supply in advance; this may destroy the drug and/or increase side effects. If needed, antacids may be taken along with this medication. The dosage and length of treatment is based on your medical condition and response to therapy. Use this medication regularly in order to get the most benefit from it. Remember to use it at the same time each day. Continue to take this medication for the prescribed length of treatment even if you are feeling better. Inform your doctor if your condition persists or worsens.";positive
890;"I'm not sure what you mean by ""treatment details"" but I saw a psycotherapist for several months and she prescribed the paxil and ok'd the paroxetine. I share my treatment with anyone because I think that depression is not the best descriptive word for what was troubeling me. Thanks for your work!";positive
1100;I take 1 pill 37.5 mg each morning, they will up me to 75 mg and i will see if i feel better than better.;positive
2353;Took one pill orally in 1mg form, generic - daily for 6 months. (Am still taking....) At the 6 month mark I've certainly not lost more, the hair looks thicker, and longer. I do need to admit that I'm also using Nisim shampoo. Which has a clinical study reported to be successful. While it only has one ingredient which is thought to regrow hair, Saw palmetto , it's clinical trial after 5 months saw over 80 percent of men regrow hair. It's a stimulant that appears to work, while the shampoo appears to thicken hair. I think it is working in conjunction with propecia to restore my hair.;positive
3684;.. well I was taking this after breaking out of a relationship that I was in for 3 years. I was depressed living in a room that i rented off a friend. I was living before with the boyfriend in a home he owned but we bought together. I was working full-time and continued to do so after i moved but felt very alone and started to have panic attacks sorta in a mall.. trying to shop was impossible and I never left the house, only to work.. when i did go to the mall;negative
3385;"I was prescribed Baclofen with a number of other drugs to treat muscle and joint pain and stiffness due to fibromyalgia. When I first began taking the medication, I slept ALL the time--as much as 22 hours a day. I literally could not stay awake. This may have been due not only to the drug's sedating affect, but to the vast sleep deficit of that years of pain and insomnia had produced. As time went on, I slept less, and was less dependent on the Baclofen as a ""maintenance"" medication--I began to ""save"" it to take in slightly more concentrated doses when a severe muscle spasm or strain, or a ""flare"" occurs, which happens frequently in fibromyalgia patients. I have noticed that the drug is less effective than it used to be, requiring higher doses to treat the same level of stiffness or cramping.";positive
940;By day 3 on the pills I was losing touch with reality. By day 5 I was hospitalized in intensive care.;negative
1835;Got on Yasmin to weaken my flow, my acne from the previous pill went away (ortho tri clyclen-lo), everything seemed great. I was slightly discouraged about my weight gain, a few pounds here and there, but 2 years later I am 40lbs heavier than I was when I started this pill. I do not solely blame the pill for this but I can imagine it has aided me in packing on the pounds. I exercise regularly and try to watch what I put in my mouth. I have random weird mood-swings that only seem to be getting worse. I stopped taking this pill the other day because I couldnt stand always being tired, fatigued, moody, and the headaches were unbearable. I have had a few since that day but hopefully everything will start to get better. I am looking for alternative pills because most of them make my acne really bad, and I have never had acne as a teenager. My mothers friends daughter was only on this pill 3 months and had liver problems. My health isnt worth it. I would rather bleed for 8-9 days than possibly die. Be careful ladies.;negative
1741;I took 1 x 25mg per day which built up to 4 x 25mg per day over 4 weeks;negative
2550;"My sister was diagnosed with ADHD and so was my brother (Both were much younger 11 and 7 years younger) Both suffered from learning disabilities. I drove my sister to an appointment and due to my family history I was asked to take a questionair. I was then told that while I was not learning disabled (A Student), I was hyper and did I want to try the above drugs. They said I would never know how bad off I was until I knew what it felt like to be normal. I was given two perscriptions and was told to start with one dose of the dexedrine in the am and to take the Depekote and dexedrine in the afternoon. If that didn't do it they would up my dexedrine. With in about two months I felt like jumping from my skin and decided that organization was not that worth it. My skin still shows the scarring from all the picking and squeezing but my tone is no longer ""death warmed over"". PS the doctor that prescribed this to me was investigated, tried and convicted of over prescribing, drug dealing and improper relationships with patients. (I can't remember the exact charges but he did get about 16 years for dealing controlled substances and was turned in by two female patients who said that he took advantage of their situation and slept with them.)";negative
1995;I had severe diverticulitis with a kidney infection. I was hospitalized for a week and taking antibiotics and pain medication for two weeks after my release. Of course in the hospital morphine was administered for the pain management, but hydrocodone/acetaminophen was prescribed upon my release. I took the 10/500 which was more cost effective because I was able to break them in half to be less damaging to the kidneys and liver. I have taken other pain medication which gave me hives, made me have nausea or become jittery. I had no side effects from taking this medication or addictive desires to continue it after the infection was cleared up.;positive
3356;As previously stated, because my cholesterol levels were high, the doctor said I should take Lipitor for one month and then we would retest the cholesterol levels to see if the medicine was effective in lowering the levels. But, because I was unable to take the Lipitor for the entire month, the second cholesterol test was never taken. After taking the Lipitor for about 10 days, I stopped taking it. A few days later, I did try to take just half a pill. But within days, the side effects started to return.;negative
653;I wouldn't take this pill if you are susecptible to depression or anxiety, or if you are a fitness-minded person and care how you feel in your clothes. Very expensive as well. My health insurance doesn't cover scripts, and even with a $50 coupon from my OB/GYN, I still paid $160!;negative
2135;Medication was prescribed while in second grade. Socially and academically it helped her quite significantly. In school she was in special classes and the medicationhas helped her get mainstreamed into regular classes. She is able to soialize a bit better along with therapy. Her level of anxiety is better making her behave a little more relaxed and controlling regular outbursts. It also helped her in her weight due to the anxiety control. Definately able to see the difference when not taking the medication. Difficult to be in school without it.;positive
4034;I basically bought Tri Luma to treat a cosmetic issue. It helped relieve the problem a bit, but it created additionaly cosmetic problems. I am more embarrassed by the redness at my mouth than I am by the discoloration...actually, I don't know which is worse. I do not know if I would recommend the product to those with normal skin, but I would definitely not recommend it to those with sensitive skin.;negative
908;For depression take 20mg once a day. Will now come off and try another. Didn't work for me.;negative
2973;Started at 500mg with most of the symptoms, increased to 1000mg and developed constant itching and skin disorders;negative
1238;I stopped taking Asacol because of the intense stomach pain it caused me as well as the nausea. I found that while taking Asacol, my falre-ups did decrease but the side effects outweighed the benefits.;negative
1867;Twice a day for 5 days with large glasses of orange juice, which cuts the nausea.;positive
3853;Just take the pills every 8 hours to tame the pain because of the root canal procedure that was done partially, not totally because of the inflamatory process.;negative
1307;Perscribed to help with the following symptoms: drippy nose, sinus congestion, post nasal drip, coughing, and sneezing. Medicine was taken as directed with no real help. The only side effect was being a little dry.;negative
2770;I was prescribed to use 2 cream gels - duac and tazorac. I was using small amount of each: duac as night cream, and tazorac as a day cream.;negative
3479;Switched from Adderall to Dexedrine to compare the effects. Dexedrine is simply dextroamphetamine while Adderall is a mixture of Amphetamine salts. This might explain the increased effectiveness of the Dexedrine contrary to popular belief. I found it important to take several relatively low doses frequently to achieve a balanced effect.;positive
3502;In the 70's and 80's I just had to suffer from the pain and miss work days and cry in a dark room. I would take OTC sleep aids just to escape the agony. Found a Dr who prescibed Imitrex about 1989 which helped, but then in the late 90's my new doctor who also was a migraine sufferer suggested I try Maxalt and it has been what I prefer. My headaches are fewer now, probably because of Menopause which I am now using bio-identical hormones, biest and progesterone.;positive
2239;"I am to take this in the morning daily. I am afraid to stop it because I fear the hives will return, but the sleepiness and lethargy in the afternoon is not pleasant. I am considering cutting the tablet in two. I have stopped the pill altogether for a few days to see what happens since I was told to ""take as needed"".";positive
4081;I am to go back to orthopedic surgeon in 2 weeks (I thought I had carpal tunnel- but it was arthritis). At that time hopefully my wrist will be better and I can lower dosage to 7 1/2mg.;positive
1701;After washing my face in the evening before bed time, I would apply a thin layer.;negative
