id;text;polarity
3893;The doctor advised taking 2 tablets for the first dose to 'kick start' it into my system, which I did. After 4 days of the treatment, the swelling and the pain had almost gone. I was then able to attend a dentist who could examine and treat the tooth that caused the abscess.;positive
622;after applying the cream over breakout or redness at night before bed there was visible improvement over night, after a week of using the cream the breakouts were gone, skin was healed after 2 weeks.;positive
616;Nightly, I would put a small amount of Skinoren, Benzoil Peroxide and an AHA cream (with a 10% AHA)in the palm of my hand and combine, and apply to face nightly. The rest of my regimen included a very gentle face cleanser, and a mild and light moisturizer during the day along with an application of the 10% AHA lotion.;positive
2556;I spread this on my entire face every night on clean skin. In the winter, I follow with a moisturizer. In the morning, I use metrogel daily. When I have more of a breakout - and it's hard for me to sometimes differentiate acne from rosacea - I will also take Oracea for a week. If I know that I will be spending quite a bit of time outside then I will take a break from it.;positive
3895;I can't remember quite well but it was to take it after each meal 3 times a day.;negative
1952;Treatment details? I guess you are asking for how often, etc.? I am on ongoing therapy. I take one in the morning and one in the evening. I try to keep my dosage schedule very precise because I pretty quickly show signs of withdrawal if I miss any. It has allowed me to start physical therapy, which was previously unavailable because of the pain. I feel much better but this is an ongoing disease that is not curable only controllable so I don't know what the future holds and if the treatment will change...;positive
784;I would much ranther have the joint pain, then go through this stomach pain ever again. I've stopped using this and would not recommend it to anyone.;negative
2709;Divigel is a topically applied Bio-Identical Hormone ( Estrogen) which I Highly Recommended. The product is applied topically at night to top of (leg) thigh. My benefits were improved mood, clarity of thought, increased energy, better sustained sleep, and mproved skin firmness and tone - even facial skin.;positive
3008;For UTI, take one every 12 hours for prescribed number of days. (And finish the whole course!);positive
2862;There aren't any treatment details. The pain management physician prescribed the medication each monthly visit and increased the dosage not long after introducing the drug as treatment. These kinds of physicians are really drug dealers cloaked in an DEA approved office.;negative
3051;Dec 08- Zoloft, sparked a 3 week long mixed phase with psychotic features. 4 days into it I was prescribed 25 mg seroquel. Jan 09-April 09, Increasing doses of Seroquel, up to 300. Also Wellbutrin, starting at 50 and eventually reaching 300. The wellbutrin made me considerably more depressed than I was before, and I stopped taking it. Since then it's been the seroquel, and I've been mostly stable since.;positive
735;Ambulance officers gave me pain relief and this settled my stomach of the knotting and cramping/pain. This also settled the feeling of doom. In emergency, after numerous examinations and questionning, abdo xray, I was given IV hydration x 2 litres and Ondansetron IV x 2 - 8 hours apart. I was observed in emergency overnight and went home the next morning with no side effects at all. Never will I take maxalon again!;negative
2572;I am not sure what you mean as I already told you that I was being treated for TIA like seizures with the Clonozapam and Aggrenox as a blood thinner for the same. I also took Lovastatin for High Cholesterol. In the course of all these medications I ended up getting a divorce. The drugs did not lower my cholesterol... they made me more nervous and made me question what on earth was wrong with me? I now weigh more than I ever have, and I started to gain wieght almost immediately after getting off of the drugs. I could use to lose 20lbs, but I am not worried about it as I am so much healthier than I was during the time I was on all of the drugs. I hope this has helped you in some way. I am sorry that I can't be more specific, but I am in a hurry to put all of that behind me and build a healthier - drug free future. I am very much a proponent of natural medicines these days!;negative
2978;"Unfortunately I had a doctor who was uneducated about ADD and was very uncomfortable prescribing any medications for it. She put me on 10mg first.After 3-4 weeks I went back and asked for her to increase it. She prescribed 20mg,(which I found they don't make 20mg doses) Instead of changing it to a proper mg, she decided to have me take 2 10mg pills every morning which also doubled the cost and that amount was not enough to have much benefit. After about a year , I was finally prescribed a therapeutic dosage of 40mg. I had too many problems with the pharmacy ordering the right amount ( they had me take 4 10mg pills a day because they didn't order the right ones! I have no health insurance so was getting it on some program that made it cost me $6 but when they would screw up the order , I would either run out or have to get the full amount which was $130.00 at the 10mgs, so X 2 for 20mg, x 4 for 40mgs!! Just because of the way the pharmacy was doing it.Scamming the federal programs or something...so I finally just quit taking it. I definately had noticed that it made pee without barely any warning, and my eyesight got alot worse, and my fiance said it made me ""mean"". All that has stopped now that I am not on it. But my ADD is back full force!";negative
197;Adderall was taken once in the morning every day. This medication was combined with cognitive behavioral therapy once a week. Within the last year, neurofeedback (biofeedback to control brainwave patterns) was added. This treatment has been very effective, and will be continued as long as it is needed.;positive
3415;He started out with the introductory dose (5 mg) and then graduated to the full dose (10 mg). When the side effects became a problem, he was put back down to the introductory dose, but the side effects continued, and we saw no real benefits from the drug. (We recently switched him to the Namenda patch which he seems to be tolerating.);negative
828;Horrible. People thought I made it all up. They denied this medication could make anyone sick so they continuously put me on more.;negative
465;prescribed tablets by Dentist for gum infection. i was told i should take antibiotics but nothing about how it works or side effects. i took the tablets until finished while feeling worse, breathless, dizzy, pain left arm and fatigue but put it down to body fighting gum infection. the day after i finished the full course of tablets i couldn't breath and ready to pass out and went to Doctors and was taken to hospital with heart complications. I have no health problems until now.;negative
1743;"The ""stupormax"" of Topamax lasted a few days each time the dosage increased during the tritation period. one point I was afraid to drive- as I ran over a curb, made WIDE turns and even bumped the wall in the garage! the fluid retention due to dehydration was noticeable in my upper arms and upper thighs(dimpling). Now that I have been off the RX for a while now, my arms are toned and legs are lean & sleak. BUT No MORE headaches!! Praise God! BTW, never lost weight on this drug as some do-- since discontinued I have lost 7 lbs.";negative
663;The erythromicin was changed to amoxycillin, which I used safely and effectively for 5 to seven days and experience complete relief from symptoms of the bladder infection for which I was being treated.;negative
456;Take one 35mg pill in the morning and one after lunch to curb appetite. I fond myself able to stay more active and run longer at the gym. It's a toss up if the results were worth the side effects. It's obvious that a drug this strong that makes you want to run a marathon and not eat can't be good for you!;positive
4066;I was prescribed this medication for tmj pain/arthritis. It helped more than aleve. The main problem this medication caused me was severe stomach issues. I was told that the stomach issues may subside after using for a few weeks, but it did not. I then tried taking 1/2 in the am and 1/2 in the pm to see if that would help, but sadly it didn't. My husband takes this medication also, and it works beautifully for him. He has no problems with it at all and it really helps his arthritis.;negative
268;Ultram helps control fibro pain without making me sleepy or feeling 'out of it'...there aren't many drugs I can take that I can still function and actually feel well, with Ultram or Tramacet do this for me....only down side expensive, not covered under blue cross;positive
1991;Vicodin (Hydrocodone and Acetaminophen) was prescribed at one to two 500mg tablets every four to six hours. The drug induced deep sleep, followed by restlessness, heavy nausea, and extremem dizziness. Discontinued use of the drug after three days due to severity of side effects.;negative
3940;Tequin and pyridium per MD order. drink lots of water, void completely, wipe front to back, void before and after sexual intercourse, avoid chemicals around urethra like bubble baths, maintain cleanliness around urethra, drink cranberry juice and/or take vitamin C supplements to maintain acidic urine to inhibit bacteria from attaching to wall of bladder.;negative
3204;I take one arava tabs. each morning.It works very well. I can tell a big difference in my body since taking the arava.;positive
1019;I was diagnosed with ADD three years ago. Have tried several different prescriptions and found the best results from Adderall and Vyvanse.;positive
2749;Only medication was prescribed. temisartan 80 mg a day. I have benn taking it for more than 5 months.;negative
830;This drug was fairly effective after one week's use week but did not cure the reflux completely and the side effects were very debilitating. I experienced a rebound effect after stopping which lasted for approximately four weeks. After having an endoscopy I was diagnosed with gastritis.;negative
1615;use every other day a pea sized amt to entire face. Don't use more than this or you'll get peeling, redness and irritation.;positive
1913;I think my doctor was very irresponsible to prescribe this antibiotic without first having me try something else. I am now taking Clarithromycin and am doing fine with this drug. The mental side effects of Avelox have now disappeared, five days later, but I am still very weak and my joints hurt.;negative
1434;At 14 I was diagnosed with hyperthyroidism and this was corrected through medication (thyroid disorders are prevalent in my mother's family). I was diagnosed with hypothyroidism (TSH 14.5) this past December and evidence of an auto immune disorder. Since, I have been on 50mcg daily, my TSH tests normal but there has been no improvements in symptoms.;negative
3810;I am going to see the doctors again today because there is no improvement whatsoever.;negative
188;This medicine changed my life, but there are still spin off's of ADD, like the auditory processing, anxiety and emotional control and general sensitivity that have to be dealt with. Not to mention health issues like making sure to get enough vitamins (kelp levels out my thyroid pretty well), and picking up a prescription from the doctor every 30 days. I take 15 mgs AM and 15 after lunch. Can't take it too late in the day or will cause sleeplessness.;positive
3782;I took the Keflex one hour before my dental appointment. I got my teeth cleaned. On my way home, I started itching all over my body and developed a slight rash with reddening. I also felt like I could not breathe or get enough oxygen. So instead of going home, I went to E.R. They gave me an injection (I don't remember the name) and told me to use Benadryl at home for a couple days. If it got worse, the doctor said to return to E.R.;negative
2846;This drug is poison and should not be given to children. My daughter was prescribed this for mild asthma. Doctors don't know or don't care about the dangerous, life-threatening side effects of this drug. This is Merck's biggest money maker. There are much more effective, less dangerous treatments for asthma. Spread the word. Get active.;negative
2079;Besides taking this drug my treatment regime also included diet change limiting carbohydrates, increasing fiber, and portion control. I increased my activity level by using a treadmill daily. This combination resulted in not only regulating my blood sugar levels, but also a weight loss of 20 pounds.;positive
4047;I was given a 3 day prescription which is the reason I am submitting this report. I believe antibiotics should be prescribed in a course of 7 - 10 days. This practice as far as I know was very popular in Hong Kong and it still might be general practice. In my case I did not want to return to the doctors office and be charged again for another consultation + purchase additional amoxilin as I was not covered by medical insurance at that time. Instead I went to a local pharmacy with the package of antibiotics I received from the doctors office and asked if I could buy 12 tablets. They were more than happy to sell them to me (at a fraction of the cost I paid at the doctors office) and I followed through with a 7 day course. The results were very positive and within 24 hours I could feel relief and I knew that the infection was being affected by the amoxilin. By the 3rd day the swelling was greatly reduced and other than a nasty wound on my ankle bone I felt very good. I continued the remaining 4 days and besides a scar on my ankle at the site of the infection I completely recovered.;positive
3093;I have been taking this product consistently for about 10 months. I take one tablet, twice a day with meals - usually one at the beginning of the day, another at the end of the day.;positive
4124;I was to be on this course of treatment for a possible 12 weeks....From the onset of treatment, I experienced every one of the adverse effects and was told that after a few weeks they would subside...So was not the case in my situation...I finally gave up as my life was severely impacted by using this medication.;negative
1597;metformin 250 mg od, benicar 5 mg od , fosamax 70mg q wk,norvasc 2.5 mg od;positive
3529;One tablet, taken each night when I was already in bed and ready for sleep.;positive
2920;I only was required to take one tablet in the evenings, this was easy and I never forgot.;positive
2743;Once a week on same day, take one tablet first thing in a.m. before eating with full glass water and do not lie down or eat anything for 30 mins.;negative
1653;Clomid was given on days 3-7 of the menstrual cycle, one 50 mg pill by mouth per day, at the same time each day. Follicle progress was subsequently tracked via ultrasound. Side effects were minimal with the first round of treatment, more severe with the 2nd onward. I have no known allergies or sensitivities to other medications, other than topical iodine.;negative
699;I had slight to moderate acne that was just really annoying and was not fixed by any type of treatment, so I finally gave in and went on Accutane. After reading all the online horror stories I was scared out of my mind. However, I had a great experience on it. I took 80mg/day for 5 months and weigh 200 lbs (90 kgs) so it was about 1 mg/day/kg, which is a moderate to high dose I was told. My lips were pretty dry and cracked if I didn't put on chapstick all the time. I also had really dry skin if I didn't put lotion on my shoulders, arms, back, and face after showering. Everything else was 100% fine though. No nosebleeds, no depression, no hair loss, no unbearable side effects. These horror stories are overblown and rare, and tons of people have great results on it. My acne is gone 100% from all over my body and it is such a relief to not have to deal with it. On completion, my dermatologist told me he has prescribed it for 10 years and has never once had a case of depression and only 2 people have had bad blood tests. If you're tired of acne, give Accutane a shot. If the sides are too rough in your case then you can go off of it, but it's such a great drug if it works for you the way it did for me and many others like me.;positive
624;"when I was not able to sleep the pain would increase which would lead to a cycle of not being able to sleep as I could not relax..the meds would help me to sleep which would allow my body to relax - this in turn led to a decrease in my symptoms..though there were still times when this would not be effective, such as if I was under high levels of stress or could not get 8 hours of sleep..if the condition continued for to long, severe depression, weepiness and other symptoms would begin to appear - usually a week of prescription sleep aides would help ""re-set"" my system and we could get back to the original program.";positive
1352;one tablet daily, no other sepcifications. I take all meds on retiring. I also take fish oil capsules.;positive
3241;insert one ring for 3 weeks, remove for one week and insert new ring for another 3 weeks;negative
2948;"I expressed to my doctor a desire to try this drug to quit smoking. She prescribed it to me and I began taking it shortly thereafter. Before my 2 week quit date had even arrived, I noticed a marked decrease in nicotine withdrawl episodes. I just didn't need to smoke. I found I was started to smoke only when I thought I ""should"" - after dinner, right before bed and other habitual times. Once I stopped smoking all together, it was a relief to only have to battle my habits and not the withdrawl effects of nicotine as well.";positive
1778;I took one dose a couple hours before bed each night. I also have regular therapy, yoga practice, daily exercise and healthy diet.;positive
2277;"After about a week of taking the medication, I felt ""like myself"" again and not like a crazy person. I had felt that depression and anxiety were takin gover my personality. The medication neutralized these feelings.";positive
2178;As soon as a migraine was detected a Frova would be administered. If the migraine was intercepted immediately the Frova was succesful with relieving pain and the chance of a rebound headache was slim. If a frova was not administered immediately a maxalt was taken then two hours afterwards a frova. This would eliminate pain for twenty four to thirty hours. On occasion a rebound headache would occur.;positive
2024;Not sure what this means - I take a single dose in the AM and try to avoid trigger foods/beverages like chocolate and caffeine.;positive
27;First I experienced the state of anxiety and panic at the age of 20. Starting with Librium I was successful to managed and control my mood and over sensitive nature. Regular exercise, food and lively hobbies helped to relieve me form all sedative and tranquilizers. It was, probably, job related stress and tension what triggered the state of anxiety and panic. Now the above-mentioned medications are helping to perform my activities, mostly as a normal person.;positive
3170;After the diagnosis of PMR, I was instructed to take 10 mg. in the morning. Although the pain diminished, it was still high so dosage was increased to 15 mg. I repeatedly advise the rheumatolist of the breathing problems to no avail. The family doctor suggested dropping the dosage to 7 1/2 mg. per day, but the pain became extreme again so I went back to the initial dose of 10 m.g. The rheumatolist has suggested that I will be on prednisone for a year.;negative
1892;I took the Doxycycline for 8 of the ten days prescribed, taking two pills per day.;positive
1621;I have remained very stable and have a good outlook on life. Do not feel my age.;positive
1793;I never went back to the doctor. I was so desperate for a good nights sleep without teeth-grinding and nightmares, I fell back on alcohol. I've never taken Valium, but feel I should've been given something similar - somthing that would heavily sedate me while I was feeling suicidal. Luckily after a week, my fortunes changed, and I found work again, so the suicidal feelings went. But I would never take Citalopram again.;negative
926;put one drop of product on an eyeliner brush, then brushed across each eyelid at the base of the eyelashes. applied daily;positive
2418;The drug does NOT seem to help with the symptoms that were evidence since realizing I had thyroid cancer, but the blood test results seem good.;negative
276;I think I have included everything above. I tried a second week and felt a slight refreshed feeling upon awakening - but not significant ewnough to keep taking it. Understand, I only remember awakening refreshed 3 times in my life. one of them after that first night I used Xyrem. I have enough to try a third week and probably will -- since I am desperate for my former qualilty of life when I didn't struggle with feeling tired as I do now.;negative
839;I have fibromyalgia, and was having a hard time with the high fatigue levels and difficulty concentrating. At first I just took Wellbutrin to help with these things, but a doctor suggested trying Ritalin for better results. It does work much better than the Wellbutrin for these symptoms.;positive
2568;Patient was instructed to take .5 mg one hour before bedtime. This was followed during the week nights and was immediately effectively.;positive
1976;I have a 6 year history of ruptured discs cervical and lumbar with cord compression post MVA resulting in leg spasms, fasciculations and strong diffuse leg ache with limited range of motion.also weakness of both extremities and numbness in big toe. I am on 150mg qhs (once every night before bedtime). I supplement the lyrica with Aleve during the day.;positive
429;Took Imitrex for a 3 month period and still had no noticeable results. The tablet was suppose to lessen the pressure and pain if taken at onset of migraine. I ended up trying Aleve and still take it to this day for migraines.;negative
3156;I was prescribed four tablets per day for the first week, then I needed to wean down to three tablets for three days, two tablets for three days and then one tablet for three days.;positive
3192;I took omnicef orally for 10 days. After the clostridium difficil was diagnosed, I had to start a new course of drugs which had to be repeated before the new infection/condition was cured.;negative
2680;One daily dose of 30mg at night, never skipping a day. I go 3 to 4 times a year to my hypertension ist for checkups.;positive
1490;At my annual exam the condition of vaginal bacteria was discovered. The doctor prescribed Metrogel which I took for 5 days in the evening at bedtime. The symptoms resumed within 1 day of completing treatment. A re-visit to the doctor resulted in a prescription for Vandazole gel, which did work.;negative
4034;I basically bought Tri Luma to treat a cosmetic issue. It helped relieve the problem a bit, but it created additionaly cosmetic problems. I am more embarrassed by the redness at my mouth than I am by the discoloration...actually, I don't know which is worse. I do not know if I would recommend the product to those with normal skin, but I would definitely not recommend it to those with sensitive skin.;negative
3313;Just makes you feel better... see pych once a month then see a therapist as often as needed.. its always best to combine the two;positive
489;Meridia combined with diet and exercise has made loosing weight a lot easier this is the boost that I needed to change my life style.;positive
660;This birth control is terrible. I am 22 years old, this is my first time ever taking any type of birth control, and I have to say I will never take any form of birth control ever again. I have been taking seasonique for one month now. The first week I felt like I had the flu. Then I started feeling normal. All I have been craving is sweet food (chocolate, cake, muffins). I have not wanted to eat anything else. I have bad headaches all the time, I am gaining weight,I have had break through bleeding along with bad cramps, etreme moodiness and depression, I am tired all the time, I have no sex drive and all around not fun to be around. :( No more Seasonique for me!;negative
3858;i have to take a peel every morning at the same time.if i dont and i forget i get tired its a different kind of tired though.once they stopped giving me the pill for 7 weeks and my hair started falling out i was lethargik i thought i was moving fast but i was moving very slow.i bloated up,i started to think kind of weird.i wanted to sleep all the time i was a real mess.so i take the medication consistantley the best i can.;positive
2376;This was taken in case atrial fib resumed, in order to keep heart rate down. Atrial fib did not return during drug treatment, so it is unknown if it would have help to keep heart rate down in the event of atrial fib.;negative
2323;The medication worked great, and I would have rated it a 10 except getting OFF the medication was difficult. For six-eight weeks I had what I've come to learn are called brain zaps... a strange sensation that is difficult to describe and not pleasant. Lucky for me I had read about this so it did not scare me... otherwise I would have been very concerned. I pretty much just rode it out for those 6-8 weeks and then it went away and I've been fine. If I had to do it over I would still have chosen to take the lexapro because is was so effective for my anxiey/depression which was off the charts when I started.;positive
3367;I couldn't walk because of muscle problems. Then it attacked my kidney and bladder. Drs thought I had cancer. Reduced dosage from 20 mg to 10mg. Had to get off it and through away about $200.00 worth of pills.;negative
1591;I first started taking this at 3 times per day with .25 mg pills. I was advised not to take as needed with my panic attacks as that would reinforce the idea of taking a pill when it's needed and not help me work around my anxiety. This is totally true. At first I wished to only take them as needed but with my doctor's advice, he was right. This really does work when you take it daily at 3-5 times per day. This way your body adjusts to what's going on with the panic and makes no association with taking a pill to prevent or stop it, they just don't start in the first place. Yes, I still do have minor attacks and worry episodes here and there but nothing at all like the many years before this. I wish that this extremely helpful medicine would not have such a bad name in media, news and pharmacies. This works wonders and there is no want or need to take more or become and addict. People and doctor's need to understand more on how to treat someone with something that just WORKS, rather than trying to give them SSRI's which are what the drugs companies push, all for money reasons. And, the doctor's out there who decide that SSRI's are the only option, they need to go back to medical school!;positive
2897;Was prescribed 2-4 mg dilaudid (I took 2mg, weigh 95#)with hydroxyzine pamoate 50 mg every 4 hours, because following previous surgery both percocet and vicodin caused vomiting and itching. First dose was given in recovery room and continued to take it every 4-6 hours with vistaril as prescribed until untoward symptoms appeared. I had no nausea, vomiting, or itching;negative
196;i was prescribed 60 tablets of 20 mg. he told me to experiment myself as to what dosage worked for me, not exceeding 2 whole pills daily. normally i take one whole pill in the morning at 6:30-7 @ 1/2 at 12 and 1/2 before work at 4 pm. sometimes on the weekend i'll only take 1 because i try to have extras in case needed at another time & i dont want to build up tolerance;positive
802;"In an effort to regulate sleep, during an extended period of insomnia; patient was prescribed Ambien. The medication induced sleep as often as it induced short periods of psychotic behavior and patient was difficult to control by family. Patient would sleep-walk with no memory of it afterwards. Patient was beligerent with family members and appeared severly intoxicated.";negative
1043;I had began taking 20mg of Vyvanse for three months and was surprised to find that such a small dose affected my mood so effectively. When it came to school work though I found that I needed the 30mg to increase my level of focus (and have been on it for a month since). I had not experienced decreased appetite until about a month into taking the 20mg. I find that the greatest benefit of Vyvanse for me is that it tends to stabalize my mood on a daily basis and lessens any bouts of anxiety and depression that i used to face before I was perscribed.;positive
827;Once a day and that's it. Now do I get to get back into my reading;positive
259;I was told by my doctor and pharmacist that this was a non-addictive medication, but when I quit taking it the withdrawal symptoms were extreme. I had cold chills,severe body aches, diarrhea, nausea, headache, heart palpitations, anxiety, sweating, dizziness, vomiting and depressed feelings. I got a refill prescription to gradually come off of it after that and it occurred once again. I have never had substance abuse issues but after doing some research learned that it is opiate-based and highly addictive. I have never felt that kind of pain and sickness in my life and pray I never do again. I have heard similar experiences from others as well. I would not recommend this drug and do not believe that it is not addictive. From now on, I will do my homework before I take anything else. I now use OTC pain relievers and I encourage everyone who reads this to do the same before beginning treatment with tramadol or any pain reliever.;negative
3659;150 mg capsule taken with breakfast and 75mg with evening meal. This was accompanied by psychological counselling, mainly cognitive behaviour therapy;positive
2498;I just started treatment for severe depression. I sleep okay, but have nightmares all night, which is why my doctor recommended Remeron. I am going to ask for a change in this because even though it has only been a few days, I am barely functional.;negative
2210;I was diagnosed with COPD about 12 years ago. I started taking Advair about eight years ago. During the course of treatment I tried Spiriva, but had to stop because it was very drying. At one time I was taking Singulair, but that didn't seem to do much of anything. So I quit that. Throughout the entire period I have used Duoneb and Zyrtec. I think I was originally put on 250/50 Advair. That was increased, some years back, to 500/50, and about two years ago reduced back to 250/50. At all times I used the Advair twice a day. My pulmonologist (also primary care physician) was not much help when I developed side effects, nor did he suggest a substitute treatment when I had to stop using Advair. I went to another doctor who treated me for adrenal fatigue and had me take natural anti-inflammatories and mucolytics to replace the Advair. I still take Duoneb and Zyrtec. I stopped taking the Advair one year ago. I am just now recovering from the adrenal problem. My COPD has not worsened.;negative
1493;Thin layer of Metrogel over affected areas of face 1x per day after face has been washed and is dry.;positive
2208;I took this for maintenance to prevent asthma exacerbations. I used it every morning by exhaling first then inhaling the medication from the disc. It worked well when I used it.;positive
1784;i have taken this drug just like i was instructed to, bu it did absolutely nothing for me. i would not reccommend this for anyone. i have found no effectiveness from this drug at all. i think it is a useless pill that should be removed from the market!!!!!!!!!!;negative
3312;I take it most days. At times I have stopped taking it for 30-50 days and the depression returns. I believe it is good to occasionally stop the medicine to be sure it is still needed.;positive
1800;I was given 2ml of Methylprednisolone to reduce the inflammation of my sinusitis and to reduce the infect i was given Clarithromycin. I was ordered to take 2 tablets of 500mg once a day after meal.;positive
3715;Diagnosed with Bi-polar 2 WITH MIXED EPISODES AND RAPID CYCLING. Had been perscribed many SSRI'S, due to depression but never fully treated for bi-polar because I felt like I deserved and did not want to give up the few highs I had when not depressed. I also did not believe I was bi-polar when dignosed 12 years ago as an in-patient, because I had no understanding of mixed episodes and rapid cycling. I thought when I was hypo-manic, it was just a great relief and celebration of not being depressed. I was also not honest about my alcohol abuse until about 6 months ago, and have since stopped drinking, which allowed me to realize I was quelling the manis with alcohol, and with out it I was more unstable and manic. My only fear now is that without an anti-depressant I will suffer depression again.;positive
1313;When I get up in the morning I take 1 prevacid capsule and I dot not have any acid reflux for the entire day;positive
402;Have had chronically dry eyes for years. Regular eye drops helped temporarily (but blurred vision). Also had Herrick plugs, which seemded to help for awhile. Then doc finally recommended Restasis, and eyes have become much less dry. Very pleased with the results of the treatment.;positive
3379;I took the Lipitor initially with morning meals and was not having a good result (regarding my digestion) so my doctor had me switch to taking it on an empty stomach, which did not seem to help much. Overall, I am happy to not need this drug anymore.;negative
1140;i started off taking approx 130mg in about 7 yrs and have now reached 65mg in my 8th yr off taking methadone. it has helped me to be a normal person again and no spend my day trying to find the next pill.;positive
896;Depression treated. The mitral value prolapse was not treated but noted when any medical or dental treatment was performed.;negative
3252;Application of creme to clean skin in the morning and evening. It was the most effective acne treatment I have used that didn't cause excessive drying or irration to my skin.;positive
1825;1 pill per day in the morning with food. Take 3 days off (placebo pills) before starting a new pack rather than a whole week. Take two pills the next day if a pill is missed.;positive
3427;cleanse with a non abrasive facial cleanser and dry face. Then apply cream to the affected area;positive
2342;The prescription was to take a tablet twice a day. I felt more comfortable taking it once a day instead.;positive
1315;I have been taking meds for my acid reflux for many years, originally Omeprazole (generic for Prilosec). However, becaus Omeprazole was not on my insurance drug formulary, I was taking Prilosec OTC. At my last check-up my doctor prescribed the Prevacid and I like it. It even tastes like strawberries!;positive
3404;The cost of the Proscar tablets was around $100 dollars Australian and came in 5mg tablet sizes that each needed to be cut into quarters for the daily dosage of around 1mg. took the tablets every morning around 8am once a day.;positive
3153;I had a pretty bad case of pneumonia, which had culminated in a horrible hacking and convulsive cough that I could not get to go away. I was given Ceftin (I believe, can't remember the dose). I was also prescribed an inhaler and the prednisone. I had never taken a steroid of any kind before. The first couple of days were okay, though I noticed I felt constantly hungry or my stomach hurt slightly, it was actually hard to tell which it was. So, I was eating a lot of crackers and thinks that I thought would help. After the five days my skin began to break out all along the jaw line and forehead, which was not usually a problem for me. The breakout was so bad, I went to see a dermatologist who put me on a month of tetracycline, which cleared up the skin. Overall, the prednisone made me feel lousy! I hope I never ever need it for anything again.;negative
966;Two weeks out of the month I take 20 mg, every morning. I start on a Sunday a week before my menstrual cycle. Finish up the months' treatment 14 days later. ( which ends on a Saturday );positive
2138;The treatment details were pretty basic. I just took the medication in the morning at the same time of day every day. I was allowed to skip it on the weekends or less busy times if I so desired. I really don't have anything else to put for this section of the survey. I'm trying to fill up the 50 word requirement though. You shouldn't really have that requirement on this form. It seems kind of silly to be writing with nothing left to say.;positive
3029;I actually ended up with motion disorders from all the other meds, the worst one being parkinsons for over a year. I had to take parkinsons drugs. It was so scary drooling all the time and looking stone faced, no expression. I dont feel any signs of this with the seroquel.;positive
1151;I was to inject the said amount into the abdominal (below the waist, above the pelvic bone) before breakfast and lunch. The amount was changed when the medical professional I was having treat me decided to increase the dosage, and with terrible results (I was vomiting blood and could not eat or even drink water - I couldn't even stand the smell of food). I wish I had never heard of Byetta!!!!!!;negative
56;I was to take it at bedtime to help my sleep due to the pain and spasms in my lower back and upper thigh muscles. I could only take.5mg or it made me too sleepy during the day.;positive
106;I have been taking Celebrex now for over five months. I am very pleased with the drug it has helped to relieve my stiffness and pain with no bad side effects. I was concerned about taking this drug on a daily basis or extended term but my experience with no side effects has lowered my concern. I will continue to take it as I do see a difference when I don't, my knee is more stiff and difficult to walk at times. I have tried naproxen but for me celebrex works better.;positive
1918;er did ekg, ct scan, lab work and discharged me home later in the day;negative
572;Treatment was 1 pill per day for approximately 3 years (25 mg) which I am told is a quite low dose for this medication. However my weight is 100 lbs on average and small build so for me it was more than enough. It helped my hypertension come back to within normal range which I was pleased with. If I needed to go back on an antihypertensive, I would try it again;positive
2959;The treatment details were to help you gradually stop smoking but the drug orders you to not smoke whilst taking the drug to the daily limit from up to two weeks, this is an illogical instruction as you might aswell of not taken the drug.;negative
2255;These drops really helped with the symptoms but I did wish I could use it more often than just 2 times a day.;positive
2171;Didn't realize these feelings were actually side effects from my allergy medicine until I ran out of the zyrtec, and aside from the severe itching all over my body for about a week, I felt so much better. A little runny nose, but no allergy medicine is worth feeling as bad as I did for the last 5 years on zyrtec. My 7 yr old son was affected the same way;negative
2961;I took this drug to quit smoking. I am a female and was 28 years old at the time.;negative
796;I've had insomnia since I was a kid--couldn't shut the old mind down. I used Tylenol PM for years but it stopped working for me. Ambien has been great. It usually puts me to sleep within thirty minutes though I have had trouble getting to sleep after eating too much before bedtime. I have very active dreams, but always have had. If I try to fight it and stay up, I do hallucinate and have said and done things I don't remember. My sons tell me funny stories. I feel great the next day and don't feel drugged at all.;positive
596;take once per day. was told it could take up to 6 weeks to see any results. took once per day as prescribed in the mornings with water but without food.;negative
2739;I take one 35 mg tab of Actonel first thing every Wednesday morning on an empty stomach with a full glass of water, sometimes 2 glasses. I wait at least 30 minutes before I eat or drink anything. While I am supposed to wait at least 30 minutes before lying down again, I confess that on a couple of Wednesday mornings when I was especially tired, I did lay back down. Even then, however, I did not experience any heartburn.;positive
755;"This nasal spray helped me control my allergies and sinus problems for the time I was taking it, however as soon as I stopped taking it all of my symptoms came back immediately. I don't think this drug is a ""quick fix"" that you can use for a few days and then stop...I think it is something you have to take continuously to get the full benefits.";positive
2741;Actonel : 1 pill per week 30 minutes at least before any food / drink intake. Need to stay upright at least 30 minutes.;negative
1775;Citalopram 40mg to start with but too many side effects. Reduced to 20mg, less side effects, worked okay on mood..except I was swinging. Introduced Sodium Valproate, gradually increased it to 1g BD (twice day), has worked quite well up until recently where side effect profile is interferring with my life.;positive
2082;I take Medformin one tablet in the morning after breakfast and one tablet after dinner.;positive
1563;blood tests done 2 months after initial use showed dramatic drop in ldl and small particles. Its unknown what synergistic effect , if any can be attributed to Clomid for low T and levoxyl for low thyroid function, which were prescribed at the same time as the trilipix.. Both Testosterone and thyroid function were normalized simultaneously with ldl reduction. No severe side effects have been noticed from any of the drugs.;positive
